ncaa_id,team_name,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25
721,Air Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,26,33,7,32,32
697,Texas A&M,0,0,0,0,32,32,37,35,34,38,35,35,36,33,32,34,36,34,30,28,29,29,32,29
8,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,31,30,27,34,31,34,31
29,Arizona,0,0,0,0,0,0,30,31,31,33,32,30,30,30,32,30,30,37,31,27,29,32,34,33
725,Army,0,0,0,0,0,0,0,0,0,29,30,31,33,31,32,31,31,30,31,20,29,30,29,31
37,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,29,24,28,31,32,0
796,Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,30,33,31,24,29,31,32,30
51,Baylor,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,37,33,38,30,31,35,33,34,36
52,Bellarmine,0,0,0,0,0,0,0,0,0,0,0,30,27,27,28,30,28,29,29,22,28,31,29,33
67,Boston College,0,0,0,0,0,0,0,0,32,33,29,31,31,29,31,30,30,30,32,19,33,33,33,34
528,Oregon State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,34,32,20,31,31,35,35
14927,Belmont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,36
596,St. Bonaventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,30,30
107,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,33,31,17,24,30,34,34
415,Miami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,28
30135,California Baptist,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,38,29,30,31,27,32,35,32,31
136,Chicago State,0,0,0,0,0,0,0,0,0,0,0,30,30,29,29,29,30,30,28,14,27,28,27,33
147,Clemson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Central Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,27,29,29,28,31
169,Creighton,0,0,0,0,0,0,0,0,0,0,0,33,34,31,35,32,32,31,30,22,32,31,32,28
157,Colorado,0,0,0,0,30,30,34,28,30,34,35,32,34,32,30,33,31,30,30,23,31,34,34,32
165,Coppin State,0,0,0,0,0,0,0,0,0,0,0,32,31,29,32,29,29,30,29,15,28,30,30,33
688,Syracuse,0,0,0,0,0,0,0,0,0,0,0,32,33,32,38,33,31,34,31,24,29,33,32,30
311,Iowa State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,35,29,28,35,32,33,35
175,Dayton,0,0,0,0,0,0,0,0,33,33,30,31,31,35,29,32,30,31,33,19,32,28,31,31
189,Drake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,35,34
193,Duke,0,0,0,0,0,0,0,0,0,0,0,36,35,34,32,34,33,30,30,4,30,33,34,37
194,Duquesne,0,0,0,0,0,27,30,32,32,33,32,32,32,33,34,34,33,32,31,16,29,31,34,33
648,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,37,36,33,32,31,35,38,39,38
794,Green Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,32,22,27,34,34,35
251,Georgetown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,17,29,31,35,31
649,South Dakota State,0,0,0,0,0,0,0,35,0,0,0,0,0,0,34,32,33,35,33,25,36,35,33,34
249,George Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,29,33,30,30,23,31,31,31,31
430,Mississippi State,0,0,0,0,0,32,31,33,34,30,30,30,36,34,36,39,39,36,33,19,29,33,35,32
742,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,30,25,33,36,33,0
463,Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,33,33,0,0
301,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,30,31,30,31,31,30,30,23,27,32,34,32
306,Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,37,34,32,27,33,32,32,33
310,Iona,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,31,30,31,30,15,27,33,30,32
312,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0
334,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,35,34,33,33,32,33,30,27,31,31,32,0
327,Kansas State,0,0,0,0,0,34,32,33,32,32,34,37,30,33,32,34,34,33,29,27,33,36,34,33
270,Hampton,0,0,0,0,0,0,0,0,0,0,31,34,33,32,31,33,32,30,29,15,28,30,29,31
694,Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,31,25,34,37,33,33
340,LaSalle,0,0,0,0,0,0,0,0,0,0,31,29,30,31,30,30,30,31,30,26,28,31,30,33
381,Manhattan,0,0,0,0,0,0,0,0,0,0,0,0,30,30,31,30,31,31,29,20,32,33,29,31
387,Marquette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,26,34,32,32,30
404,Memphis,0,0,0,0,0,0,0,0,0,0,0,32,29,31,31,30,30,31,31,19,28,33,30,30
406,Mercer,0,0,0,0,0,0,0,0,0,0,0,32,31,35,33,32,33,33,31,26,30,28,32,30
434,Missouri,0,0,0,0,0,0,0,0,0,0,5,30,31,33,32,33,32,35,31,22,31,32,30,32
450,Mount St. Mary's,0,0,0,0,0,0,0,0,0,27,30,31,33,30,30,30,29,31,31,24,29,31,31,31
419,Middle Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,34,31,32,30,25,35,33,35,35
501,Northern Arizona,0,0,0,0,0,0,0,0,0,29,29,29,29,30,30,30,30,31,31,29,31,35,35,35
513,Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,35
466,Nevada,0,0,0,0,0,0,0,0,0,33,30,31,31,30,30,30,36,31,31,22,33,31,32,32
739,Villanova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,32,30,24,33,37,35,34
654,Southeast Missouri State,0,0,0,0,0,0,0,0,0,0,0,0,29,29,30,30,31,30,32,26,0,31,29,29
529,Oregon,0,0,0,0,0,0,0,0,0,30,31,31,32,30,35,37,38,38,33,24,32,35,32,30
617,Saint Peter's,0,0,0,0,0,0,0,0,0,0,2,29,30,30,30,30,30,30,30,28,31,30,30,30
540,Pennsylvania,0,0,0,0,27,27,29,11,28,28,28,31,29,30,29,30,31,31,27,0,26,29,28,28
545,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,31,32,31,30,30,31,31,19,30,30,32,32
554,Princeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,32,27,0,30,30,35,29
556,Providence,0,0,0,0,27,29,29,23,34,29,29,30,29,30,29,30,31,35,32,21,30,32,34,32
559,Purdue,0,0,0,0,0,37,34,36,32,33,34,34,31,31,32,36,34,34,32,23,32,30,34,29
31,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Robert Morris,0,0,0,0,29,32,33,31,32,30,32,29,33,32,33,33,33,33,30,17,28,30,30,31
587,Rutgers,0,0,0,0,0,0,0,0,0,4,27,17,23,9,16,9,32,32,31,19,31,32,32,31
635,Seton Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,32,31,31,21,35,34,40,31
603,St. John's,0,0,0,0,30,28,33,34,32,33,34,31,34,34,33,33,18,31,31,23,31,32,33,31
28,Arizona State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,33,31,24,26,28,31,32
690,Temple,0,0,0,0,0,0,0,0,0,0,33,32,30,37,35,32,31,30,31,22,28,39,42,31
703,Texas,0,0,0,0,28,0,35,32,33,33,32,30,34,35,36,34,35,33,30,31,36,36,38,36
709,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,33,32,31,24,35,34,34,33
716,Troy,0,0,0,0,0,0,0,0,0,0,0,0,30,31,33,33,31,31,29,28,33,30,34,33
14,Albany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,33,34,32,33
128,Central Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,33,33,0,30,21,30,29,0,0
110,UCLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,41,41,9,29,37,37,40,31
164,UConn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,37,38,32,30,36,37,39,36
418,Michigan,0,0,0,0,29,30,33,30,35,30,32,33,34,35,35,37,33,34,32,22,32,33,34,32
367,Louisville,0,0,0,0,0,0,0,0,0,0,0,38,0,0,34,37,39,36,32,30,34,10,34,31
629,San Francisco,0,0,0,0,0,0,0,0,0,0,30,31,31,33,30,31,31,31,31,27,33,32,30,31
651,South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,35,32,23,33,34,33,34
732,Utah,0,0,0,0,0,0,0,0,0,0,8,37,20,30,33,30,32,30,31,21,33,32,34,30
702,Texas-Arlington,0,0,0,0,0,0,0,0,0,0,0,0,1,26,31,31,30,32,32,20,28,31,33,32
295,Idaho,0,0,0,0,0,0,0,0,0,0,0,0,34,29,34,34,33,34,31,24,32,30,31,30
740,Virginia Commonwealth,0,0,0,0,0,0,0,0,35,31,11,29,32,29,33,31,28,34,32,27,28,29,32,31
749,Wake Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,25,33,34,42,29
771,Western Illinois,0,0,0,0,0,0,0,0,0,0,0,0,30,30,32,33,32,30,30,24,29,30,30,34
754,Washington State,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,36,30,30,31,24,31,34,36,34
811,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,29,23,30,34,33,34
812,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,30,30,30,30,15,30,30,28,31
2,Abilene Christian,0,0,0,0,0,0,0,0,0,0,0,2,30,29,30,32,30,33,29,27,30,30,30,34
17,Alcorn State,0,0,0,0,0,0,0,0,0,0,0,27,30,25,30,30,30,30,31,20,25,29,32,32
27,Appalachian State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,31,36,30,27,26,31,32,30
43,Austin Peay,0,0,0,0,0,0,0,0,0,33,31,28,29,30,30,30,30,30,30,23,33,29,33,31
626,San Diego State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,24,31,34,35,0
47,Ball State,0,0,0,0,0,0,0,0,0,0,0,0,34,31,32,32,32,30,31,25,33,35,34,27
7,Alabama State,0,0,0,0,0,0,0,0,0,0,28,28,29,32,31,30,30,30,30,19,30,31,29,30
61,Bethune-Cookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,32,29,0,27,30,31,31
99,Long Beach State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,20,28,33,33,30
624,Sam Houston State,0,0,0,0,0,0,0,0,0,0,0,0,29,28,32,28,27,29,29,23,31,31,29,30
71,Bowling Green,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,31,30,30,31,29,33,38,31,31
62,Binghamton,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,30,32,29,31,16,29,30,31,30
380,Maine,0,0,0,0,0,0,0,0,0,31,31,28,32,33,35,34,33,33,32,20,32,30,34,31
1320,Presbyterian College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,30,30,36,30
72,Bradley,0,0,0,0,28,31,30,31,31,31,34,30,30,30,31,31,31,30,29,29,28,32,32,33
66,Boise State,0,0,0,0,30,33,32,30,31,31,31,30,32,33,30,33,33,33,33,23,39,43,45,33
81,Bryant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
83,Bucknell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,10,34,30,31,31
87,Butler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,32,33
77,Brigham Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Cal Poly,0,0,0,0,0,0,0,0,0,28,32,31,30,29,0,29,28,27,27,24,25,28,31,32
769,Western Carolina,0,0,0,0,29,34,34,33,30,31,30,30,32,30,29,30,28,30,30,24,30,30,30,30
127,Central Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,31,30,22,32,31,31,32
148,Cleveland State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
149,Coastal Carolina,0,0,0,0,28,29,28,30,30,29,28,29,31,30,31,29,30,32,29,18,26,30,33,32
1014,College of Charleston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,31,30,30,15,31,29,32,32
153,Colgate,0,0,0,0,0,0,0,0,0,0,30,31,30,31,30,30,30,29,30,9,30,30,34,33
167,Cornell,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,27,27,26,26,0,25,27,26,27
94,Cal State Bakersfield,0,0,0,0,0,0,0,0,0,0,0,0,31,32,31,29,32,31,29,18,25,31,29,30
48,Charleston Southern,0,0,0,0,0,0,0,0,0,29,32,27,29,30,30,31,31,32,30,23,29,30,30,30
158,Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,27,0,32,34,30,31
172,Dartmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,27,27,27,27,0,26,28,26,27
173,Davidson,0,0,0,0,29,32,0,0,0,28,32,35,32,30,30,29,30,32,31,23,33,21,33,32
180,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,25,31,29,29,32,6,31,30
176,DePaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,24,32,33,32,32
184,Detroit Mercy,0,0,0,0,0,0,0,0,0,0,34,34,30,30,30,32,30,29,30,14,28,30,33,30
191,Drexel,0,0,0,0,0,0,0,0,0,0,0,38,31,31,33,33,35,33,30,23,34,31,34,30
178,Delaware State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,24,25,28,29
201,Eastern Illinois,0,0,0,0,0,0,0,0,0,0,31,32,28,30,28,28,29,29,31,26,30,29,33,30
202,Eastern Kentucky,0,0,0,0,0,0,0,0,0,0,0,30,30,26,30,32,27,29,28,24,31,32,34,33
204,Eastern Michigan,0,0,0,0,0,0,0,0,0,0,32,30,32,37,34,31,31,31,31,20,27,30,29,29
393,Maryland-Eastern Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,27,30,30,31
198,East Tennessee State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
207,Eastern Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,31,33,30,23,30,30,35,31
229,Florida Atlantic,0,0,0,0,31,31,28,29,29,28,30,29,29,30,30,29,28,30,30,22,30,30,30,32
222,Fairleigh Dickinson,0,0,0,0,0,0,0,0,0,0,31,29,29,30,32,30,30,30,30,24,31,32,31,33
28755,Florida Gulf Coast,0,0,0,0,31,35,31,31,31,32,32,34,34,34,39,35,36,33,33,29,33,37,34,34
236,Fordham,0,0,0,0,28,28,29,29,30,31,30,35,33,33,31,34,34,34,32,18,29,32,29,30
96,Fresno State,0,0,0,0,32,31,0,33,0,33,33,33,33,33,34,33,32,32,32,28,29,32,33,34
234,Florida St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Cal State Fullerton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30
244,Furman,0,0,0,0,0,0,2,0,2,1,18,30,31,31,30,31,32,32,31,25,34,30,31,32
610,Saint Mary's (CA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,26,33,31,31,31
1104,Grand Canyon,0,0,0,0,0,0,0,0,0,0,0,0,30,27,31,26,30,27,27,25,32,31,32,35
140,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,30,31,31,30,30,32,35,32,24,28,30,32,29
115,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,36,29,23,31,31,31,35
503,Northern Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,33,28,32,30,24,29,33,31,30
428,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,31,33,32,31,21,33,27,36,36
782,Wichita State,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,31,31,30,31,18,30,33,32,32
718,Tulane,0,0,0,0,0,0,0,0,0,0,0,0,31,33,35,33,31,30,31,27,31,32,32,30
116,Canisius,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,31,30,30,30,5,31,30,31,31
253,Georgia Southern,0,0,0,0,0,31,30,0,0,0,0,31,31,29,29,30,30,29,30,24,28,31,33,34
254,Georgia State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,26,33,30,33
255,Georgia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Hartford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,26
275,Harvard,0,0,0,0,0,0,0,1,22,27,30,30,30,28,28,30,28,29,22,0,27,32,28,29
277,Hawaii,0,0,0,0,0,0,0,0,0,0,0,31,31,31,32,30,30,32,30,17,30,33,31,32
287,Houston Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29
285,Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,31,33,34,31
388,Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,19,28,31,33,35
283,Hofstra,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,31,30,33,30,20,28,32,32,30
290,Howard,0,0,0,0,0,0,0,0,2,0,0,28,26,31,31,29,30,31,31,19,31,30,31,34
19651,High Point,0,0,0,0,30,30,30,31,31,31,33,30,33,32,31,30,31,31,29,29,31,32,32,33
305,Indiana State,0,0,0,0,0,0,0,0,0,0,0,0,32,30,30,30,30,30,30,20,31,30,32,32
665,Southern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,30,33,30,36
316,Jacksonville,0,0,0,0,0,0,0,0,0,32,29,0,29,28,32,32,25,30,30,21,29,28,31,31
331,Kent State,0,0,0,0,0,0,0,0,0,0,22,30,30,30,29,32,32,33,30,20,31,32,32,33
1157,Kennesaw State,0,0,0,0,0,0,0,0,0,0,31,31,30,30,30,30,26,31,29,19,28,31,30,31
328,Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
700,Texas Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,31,29,25,30,35,33,34
342,Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,29,13,30,29,30,31
346,Lamar,0,0,0,0,27,30,32,31,34,33,31,33,31,30,31,30,30,31,29,24,29,32,31,30
352,Lehigh,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,30,30,31,30,16,30,31,30,27
355,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,30,34,32,0,0,33,33,34,33
655,Southeastern Louisiana,0,0,0,0,0,0,0,0,0,0,30,29,30,29,29,29,29,29,29,19,27,31,31,32
28600,Lipscomb,0,0,0,0,0,0,0,0,0,0,29,29,30,29,30,30,31,29,30,22,30,32,30,32
32,Arkansas-Little Rock,0,0,0,0,28,31,32,33,34,31,32,33,30,34,33,34,33,32,31,26,27,31,30,30
361,Long Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,27,29,30,30
363,Longwood,0,0,0,0,0,0,0,0,0,0,0,33,30,30,30,30,30,30,30,25,34,30,30,34
369,Loyola-Maryland,0,0,0,0,0,0,0,0,0,0,0,8,30,30,32,31,30,31,30,13,29,31,31,30
386,Marist,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,32,34,33,30,22,29,30,31,31
248,George Mason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,30,30,22,29,31,31,33
