Conference,Team,Away,Neutral,Home,Diff
A-10 WBB,Davidson,18.00952380952381,18,17.197802197802197,-0.8117216117216124
A-10 WBB,Dayton,17.976744186046513,18.571428571428573,16.653465346534652,-1.323278839511861
A-10 WBB,Duquesne,16.428571428571427,14.5,16.532608695652176,0.10403726708074856
A-10 WBB,Fordham,15.235955056179776,13.333333333333334,14.642201834862385,-0.5937532213173906
A-10 WBB,George Mason,16.741935483870968,19.6,15.616161616161616,-1.125773867709352
A-10 WBB,George Washington,15.955056179775282,18.285714285714285,13.932038834951456,-2.023017344823826
A-10 WBB,La Salle,17.30392156862745,21,17.597826086956523,0.2939045183290716
A-10 WBB,Loyola (IL),16.5,12.333333333333334,16,-0.5
A-10 WBB,Massachusetts,16.8,17.375,14.807692307692308,-1.9923076923076923
A-10 WBB,Rhode Island,16.34065934065934,16.666666666666668,15.625,-0.7156593406593394
A-10 WBB,Richmond,16.61855670103093,13.363636363636363,15.826086956521738,-0.7924697445091908
A-10 WBB,Saint Joseph's,16.085106382978722,13.5,15,-1.0851063829787222
A-10 WBB,Saint Louis,17.104166666666668,18.88888888888889,15.894736842105264,-1.2094298245614041
A-10 WBB,St. Bonaventure,16.693877551020407,19.333333333333332,15.362637362637363,-1.3312401883830436
A-10 WBB,Virginia Commonwealth,16.858695652173914,15.555555555555555,15.393939393939394,-1.4647562582345195
A-Sun WBB,Austin Peay,18.818181818181817,19.2,18.12,-0.6981818181818156
A-Sun WBB,Bellarmine,20.18867924528302,19,17.70212765957447,-2.4865515857085505
A-Sun WBB,Central Arkansas,17.55,13,14.857142857142858,-2.692857142857143
A-Sun WBB,Eastern Kentucky,18.209302325581394,14.75,16.153846153846153,-2.0554561717352406
A-Sun WBB,Florida Gulf Coast,16.477777777777778,16.77777777777778,15.584,-0.8937777777777782
A-Sun WBB,Jacksonville,19.161616161616163,21,18.184782608695652,-0.9768335529205103
A-Sun WBB,Jacksonville State,16.357142857142858,16,15,-1.3571428571428577
A-Sun WBB,Kennesaw State,18.42222222222222,16,17.763440860215052,-0.6587813620071685
A-Sun WBB,Liberty,18.56578947368421,22.333333333333332,17.31168831168831,-1.254101161995898
A-Sun WBB,Lipscomb,18.298076923076923,14,17.318681318681318,-0.9793956043956058
A-Sun WBB,NJIT,16.3125,NA,17.170731707317074,0.8582317073170742
A-Sun WBB,North Alabama,18.21518987341772,NA,17.04597701149425,-1.1692128619234694
A-Sun WBB,North Florida,16.14423076923077,20.333333333333332,16.579545454545453,0.4353146853146832
A-Sun WBB,Queens (NC),21.666666666666668,NA,20.51851851851852,-1.1481481481481488
A-Sun WBB,South Carolina Upstate,18.285714285714285,NA,15.4375,-2.8482142857142847
A-Sun WBB,Stetson,16.602040816326532,17,16.245098039215687,-0.3569427771108451
AAC WBB,Central Florida,17.253164556962027,17,15.882978723404255,-1.3701858335577715
AAC WBB,Charlotte,19.11111111111111,18.333333333333332,17.77777777777778,-1.3333333333333321
AAC WBB,Cincinnati,17.848101265822784,19.666666666666668,17.11111111111111,-0.7369901547116733
AAC WBB,Connecticut,11.886363636363637,13.666666666666666,11.683333333333334,-0.20303030303030312
AAC WBB,East Carolina,19.894117647058824,17.833333333333332,19.123809523809523,-0.7703081232493005
AAC WBB,Florida Atlantic,16.5,12,14.2,-2.3000000000000007
AAC WBB,Houston,19.902173913043477,20.6,17.666666666666668,-2.235507246376809
AAC WBB,Memphis,17.056818181818183,19.714285714285715,16.53061224489796,-0.5262059369202241
AAC WBB,North Texas,17.7,15.5,15.222222222222221,-2.477777777777778
AAC WBB,Rice,19.6,NA,17.545454545454547,-2.0545454545454547
AAC WBB,South Florida,16.211764705882352,17.2,14.263157894736842,-1.9486068111455097
AAC WBB,Southern Methodist,17.57894736842105,18.5,15.75257731958763,-1.8263700488334216
AAC WBB,Temple,18.477777777777778,17,17.92929292929293,-0.548484848484847
AAC WBB,Tulane,15.512195121951219,13.166666666666666,15.68421052631579,0.1720154043645703
AAC WBB,Tulsa,18.01098901098901,18.25,16.717391304347824,-1.2935977066411866
AAC WBB,UAB,14.5,16,14.916666666666666,0.4166666666666661
AAC WBB,UTSA,21.083333333333332,NA,18.375,-2.708333333333332
AAC WBB,Wichita State,18.232558139534884,16.333333333333332,17.262135922330096,-0.9704222172047885
ACC WBB,Boston College,18.697674418604652,18.333333333333332,17.046296296296298,-1.6513781223083548
ACC WBB,Clemson,18.564705882352943,18.625,16.73913043478261,-1.8255754475703334
ACC WBB,Duke,16.55263157894737,15.666666666666666,14.707070707070708,-1.8455608718766623
ACC WBB,Florida State,17.193181818181817,17,15.314285714285715,-1.8788961038961016
ACC WBB,Georgia Tech,16.78048780487805,16.22222222222222,15.526315789473685,-1.2541720154043645
ACC WBB,Louisville,18.01123595505618,19.210526315789473,15.609756097560975,-2.401479857495204
ACC WBB,Miami (FL),17.907894736842106,18.142857142857142,16.830645161290324,-1.0772495755517824
ACC WBB,NC State,13.792207792207792,15.083333333333334,12.873015873015873,-0.9191919191919187
ACC WBB,North Carolina,17.30263157894737,18.083333333333332,15.820512820512821,-1.4821187584345488
ACC WBB,Notre Dame,15.593023255813954,18.083333333333332,13.129310344827585,-2.4637129109863682
ACC WBB,Pittsburgh,18.128205128205128,17.5,16.77570093457944,-1.3525041936256876
ACC WBB,Syracuse,17.228915662650603,15.166666666666666,15.12280701754386,-2.106108645106744
ACC WBB,Virginia,17.907894736842106,18.5,16.38144329896907,-1.5264514378730354
ACC WBB,Virginia Tech,15.819277108433734,17.53846153846154,15.466666666666667,-0.3526104417670677
ACC WBB,Wake Forest,17.141304347826086,15.75,16.028301886792452,-1.1130024610336342
AEC WBB,Albany (NY),16.252336448598133,16.5,14.428571428571429,-1.8237650200267037
AEC WBB,Binghamton,16.183908045977013,17.666666666666668,14.81,-1.3739080459770125
AEC WBB,Bryant,14.68,13,15.44,0.7599999999999998
AEC WBB,Hartford,17.956521739130434,NA,16.941176470588236,-1.0153452685421982
AEC WBB,Maine,15.666666666666666,14.8,14.895833333333334,-0.7708333333333321
AEC WBB,Maryland-Baltimore County,14.690721649484535,NA,15.276315789473685,0.5855941399891496
AEC WBB,Massachusetts-Lowell,16.11,NA,16.13953488372093,0.02953488372093105
AEC WBB,NJIT,17.60377358490566,NA,15.822222222222223,-1.7815513626834374
AEC WBB,New Hampshire,16.91,23,15.793103448275861,-1.116896551724139
AEC WBB,Stony Brook,15.294117647058824,12,14.10958904109589,-1.1845286059629334
AEC WBB,Vermont,14.634146341463415,18.666666666666668,13.572916666666666,-1.0612296747967491
Big 12 WBB,Baylor,17.223684210526315,15.857142857142858,14.840909090909092,-2.3827751196172233
Big 12 WBB,Brigham Young,18.22222222222222,20.333333333333332,16.454545454545453,-1.7676767676767682
Big 12 WBB,Central Florida,19,20,16.666666666666668,-2.333333333333332
Big 12 WBB,Cincinnati,19.571428571428573,18,15.727272727272727,-3.8441558441558463
Big 12 WBB,Houston,20,NA,19.76923076923077,-0.23076923076922995
Big 12 WBB,Iowa State,15.670731707317072,15.727272727272727,13.796610169491526,-1.8741215378255465
Big 12 WBB,Kansas,18.61904761904762,15.6,16.93913043478261,-1.6799171842650118
Big 12 WBB,Kansas State,15.870588235294118,18.636363636363637,15.09322033898305,-0.777367896311068
Big 12 WBB,Oklahoma,20.069767441860463,19.444444444444443,17.824074074074073,-2.245693367786391
Big 12 WBB,Oklahoma State,16.40506329113924,14.416666666666666,14.584070796460177,-1.8209924946790625
Big 12 WBB,TCU,19.378048780487806,16,16.983193277310924,-2.3948555031768812
Big 12 WBB,Texas,19.023809523809526,18.125,17.357723577235774,-1.6660859465737516
Big 12 WBB,Texas Tech,17.589041095890412,19.714285714285715,15.772357723577235,-1.816683372313177
Big 12 WBB,West Virginia,19.662337662337663,16.363636363636363,16.139344262295083,-3.52299340004258
Big East WBB,Butler,15.72289156626506,11.25,15.457943925233645,-0.26494764103141577
Big East WBB,Connecticut,14.25531914893617,15.533333333333333,13.714285714285714,-0.5410334346504566
Big East WBB,Creighton,16.02970297029703,16.571428571428573,15.56043956043956,-0.4692634098574704
Big East WBB,DePaul,16.951219512195124,15.11111111111111,16.524193548387096,-0.4270259638080276
Big East WBB,Georgetown,16.303030303030305,19.75,16.48913043478261,0.18610013175230478
Big East WBB,Marquette,15.96774193548387,17.6,14.357142857142858,-1.6105990783410125
Big East WBB,Providence,16.085106382978722,17.666666666666668,15.02803738317757,-1.0570689998011513
Big East WBB,Seton Hall,15.906976744186046,15,16.017391304347825,0.11041456016177875
Big East WBB,St. John's (NY),15.26595744680851,16.125,13.58252427184466,-1.6834331749638505
Big East WBB,Villanova,15.03921568627451,18.444444444444443,14.41,-0.6292156862745095
Big East WBB,Xavier,17.261904761904763,14,16.336734693877553,-0.9251700680272101
Big Sky WBB,Eastern Washington,16.61855670103093,13.5,16.448979591836736,-0.16957710919419355
Big Sky WBB,Idaho,14.628571428571428,13.6,14.263157894736842,-0.36541353383458564
Big Sky WBB,Idaho State,18.650485436893202,17,17.225806451612904,-1.4246789852802983
Big Sky WBB,Montana,15.134831460674157,15.75,14.137254901960784,-0.9975765587133729
Big Sky WBB,Montana State,17.504950495049506,18.5,16.383838383838384,-1.1211121112111222
Big Sky WBB,North Dakota,18.8125,NA,19.785714285714285,0.9732142857142847
Big Sky WBB,Northern Arizona,17.42452830188679,21,17.45744680851064,0.03291850662384732
Big Sky WBB,Northern Colorado,16.45631067961165,15.666666666666666,15.33673469387755,-1.1195759857340999
Big Sky WBB,Portland State,15.36734693877551,12.333333333333334,14.823529411764707,-0.5438175270108037
Big Sky WBB,Sacramento State,17.79591836734694,15.8,17.22340425531915,-0.5725141120277897
Big Sky WBB,Southern Utah,15.904109589041095,NA,15.782608695652174,-0.12150089338892123
Big Sky WBB,Weber State,17.99074074074074,19,17.359550561797754,-0.6311901789429868
Big South WBB,Campbell,16.202380952380953,19,15.119565217391305,-1.082815734989648
Big South WBB,Charleston Southern,17.49473684210526,18,17.77,0.275263157894738
Big South WBB,Gardner-Webb,19.152380952380952,19.8,18.967391304347824,-0.18498964803312745
Big South WBB,Hampton,18.653846153846153,NA,17.80392156862745,-0.8499245852187016
Big South WBB,High Point,18.904255319148938,17.444444444444443,17.735294117647058,-1.1689612015018795
Big South WBB,Liberty,18.22222222222222,NA,18.4375,0.21527777777777857
Big South WBB,Longwood,18.576923076923077,15,18.083333333333332,-0.4935897435897445
Big South WBB,North Carolina A&T,17.214285714285715,NA,13.8,-3.4142857142857146
Big South WBB,Presbyterian,16.10377358490566,16.333333333333332,16.127906976744185,0.024133391838525142
Big South WBB,Radford,16.372549019607842,14.5,14.741935483870968,-1.6306135357368738
Big South WBB,South Carolina Upstate,15.818181818181818,18.25,16.06756756756757,0.2493857493857501
Big South WBB,UNC Asheville,17.544554455445546,16.5,16.18,-1.3645544554455462
Big South WBB,Winthrop,16.247524752475247,17.5,16.285714285714285,0.03818953323903784
Big Ten WBB,Illinois,17.525641025641026,17.5,16.177570093457945,-1.3480709321830808
Big Ten WBB,Indiana,16.74712643678161,16.6,15.991525423728813,-0.7556010130527966
Big Ten WBB,Iowa,16.024390243902438,15.11111111111111,13.677685950413224,-2.346704293489214
Big Ten WBB,Maryland,17.816091954022987,17.285714285714285,14.957264957264957,-2.8588269967580295
Big Ten WBB,Michigan,17.25287356321839,14.733333333333333,15.327102803738319,-1.9257707594800717
Big Ten WBB,Michigan State,19.209876543209877,19.77777777777778,17.62162162162162,-1.5882549215882555
Big Ten WBB,Minnesota,16.975609756097562,16.666666666666668,15.629310344827585,-1.3462994112699764
Big Ten WBB,Nebraska,18.160919540229884,19,15.539823008849558,-2.621096531380326
Big Ten WBB,Northwestern,16.06896551724138,16,15.82882882882883,-0.24013668841255154
Big Ten WBB,Ohio State,17.395061728395063,20.6,16.278260869565216,-1.1168008588298477
Big Ten WBB,Penn State,18.085365853658537,19.833333333333332,16.30909090909091,-1.7762749445676285
Big Ten WBB,Purdue,15.539325842696629,16.5,15.394495412844037,-0.14483042985259154
Big Ten WBB,Rutgers,19.175,19,16.8141592920354,-2.360840707964602
Big Ten WBB,Wisconsin,16.08235294117647,20,15.254716981132075,-0.827635960044395
Big West WBB,Cal Poly,19.365591397849464,24,18.511363636363637,-0.8542277614858271
Big West WBB,Cal State Bakersfield,18.282608695652176,21.5,18.068181818181817,-0.21442687747035905
Big West WBB,Cal State Fullerton,15.778947368421052,16.333333333333332,15.333333333333334,-0.44561403508771846
Big West WBB,Cal State Northridge,16.79310344827586,20,16.613636363636363,-0.1794670846394979
Big West WBB,Hawaii,16.53488372093023,15.333333333333334,16.245098039215687,-0.28978568171454455
Big West WBB,Long Beach State,17.157894736842106,15,17.721649484536083,0.5637547476939773
Big West WBB,UC Davis,15.581632653061224,19,14.910112359550562,-0.6715202935106621
Big West WBB,UC Irvine,17.85,15,17.02061855670103,-0.8293814432989706
Big West WBB,UC Riverside,16.87735849056604,18.333333333333332,16.273809523809526,-0.603548966756513
Big West WBB,UC San Diego,15.761904761904763,19,15.4375,-0.32440476190476275
Big West WBB,UC Santa Barbara,16.419354838709676,15.4,15.521739130434783,-0.897615708274893
CAA WBB,Campbell,14.222222222222221,12,13.5,-0.7222222222222214
CAA WBB,College of Charleston,18.483516483516482,14,17.043010752688172,-1.4405057308283098
CAA WBB,Delaware,18.95,20.714285714285715,17.5,-1.4499999999999993
CAA WBB,Drexel,15.625,16.333333333333332,14.075471698113208,-1.5495283018867916
CAA WBB,Elon,18.333333333333332,20,17.685393258426966,-0.6479400749063657
CAA WBB,Hampton,19.73076923076923,22.333333333333332,18.263157894736842,-1.4676113360323875
CAA WBB,Hofstra,18.5,17,17.548387096774192,-0.9516129032258078
CAA WBB,James Madison,16.91176470588235,NA,16.42168674698795,-0.49007795889439976
CAA WBB,Monmouth,15.884615384615385,15,13.652173913043478,-2.2324414715719065
CAA WBB,North Carolina A&T,17.083333333333332,17.5,15.523809523809524,-1.5595238095238084
CAA WBB,Northeastern,17.57843137254902,16.75,16.67816091954023,-0.9002704530087904
CAA WBB,Stony Brook,14.681818181818182,12.5,12.833333333333334,-1.8484848484848477
CAA WBB,Towson,18.652631578947368,16,17.877551020408163,-0.7750805585392051
CAA WBB,UNC Wilmington,16.552083333333332,13,16.322580645161292,-0.22950268817204034
CAA WBB,William & Mary,17.795698924731184,16,17.09090909090909,-0.7047898338220939
CUSA WBB,Charlotte,17.23170731707317,17,15.933333333333334,-1.298373983739836
CUSA WBB,Florida Atlantic,18.4625,10,18.213483146067414,-0.24901685393258433
CUSA WBB,Florida International,19.303797468354432,18.4,17.752136752136753,-1.551660716217679
CUSA WBB,Jacksonville State,15.7,NA,13.5,-2.1999999999999993
CUSA WBB,Liberty,22.25,16,15.416666666666666,-6.833333333333334
CUSA WBB,Louisiana Tech,16.36263736263736,14.166666666666666,16.92452830188679,0.5618909392494302
CUSA WBB,Marshall,19.138461538461538,NA,16.65753424657534,-2.4809272918861964
CUSA WBB,Middle Tennessee,18.51578947368421,17.272727272727273,17.25242718446602,-1.2633622892181933
CUSA WBB,New Mexico State,19.1,17.333333333333332,19.75,0.6499999999999986
CUSA WBB,North Texas,18.5609756097561,22,16.617021276595743,-1.943954333160356
CUSA WBB,Old Dominion,19.666666666666668,NA,17.025316455696203,-2.641350210970465
CUSA WBB,Rice,15.640449438202246,22,14.78888888888889,-0.8515605493133567
CUSA WBB,Sam Houston,20.11111111111111,NA,19.727272727272727,-0.3838383838383841
CUSA WBB,Southern Mississippi,20.566666666666666,NA,18.59259259259259,-1.9740740740740748
CUSA WBB,UAB,16.691358024691358,20.5,16.577319587628867,-0.11403843706249006
CUSA WBB,UTEP,16.942528735632184,18.75,17.115384615384617,0.17285587975243288
CUSA WBB,UTSA,19.093023255813954,18.8,19.743589743589745,0.6505664877757908
CUSA WBB,Western Kentucky,18.441176470588236,16.25,17.125,-1.3161764705882355
Horizon WBB,Cleveland State,16.602040816326532,16,15.183673469387756,-1.4183673469387763
Horizon WBB,Detroit Mercy,18.298969072164947,18,18.298850574712645,-1.1849745230207986e-4
Horizon WBB,Green Bay,16.268817204301076,17.75,13.910891089108912,-2.357926115192164
Horizon WBB,IUPUI,15.255102040816327,14,14.604166666666666,-0.6509353741496611
Horizon WBB,Illinois-Chicago,19.63235294117647,NA,17.925373134328357,-1.7069798068481141
Horizon WBB,Milwaukee,17.682692307692307,17.666666666666668,16.414141414141415,-1.2685508935508913
Horizon WBB,Northern Kentucky,16.515463917525775,17,16.565217391304348,0.049753473778572754
Horizon WBB,Oakland,20.237113402061855,22,18.896907216494846,-1.340206185567009
Horizon WBB,Purdue Fort Wayne,16.333333333333332,17.666666666666668,17.444444444444443,1.1111111111111107
Horizon WBB,Purdue-Fort Wayne,18.4,16.75,16.425,-1.9749999999999979
Horizon WBB,Robert Morris,19.64,NA,17.76595744680851,-1.8740425531914902
Horizon WBB,Wright State,17.16822429906542,17.8,16.35483870967742,-0.8133855893880018
Horizon WBB,Youngstown State,16.39080459770115,15,15.09433962264151,-1.2964649750596386
Independent,Chicago State,21.444444444444443,22.5,20.181818181818183,-1.2626262626262594
Independent,Hartford,15.61111111111111,13.5,18.625,3.0138888888888893
Ivy WBB,Brown,15.894117647058824,NA,16.169014084507044,0.2748964374482199
Ivy WBB,Columbia,17.443037974683545,16.75,16.63953488372093,-0.8035030909626144
Ivy WBB,Cornell,17.696202531645568,NA,17.225352112676056,-0.47085041896951196
Ivy WBB,Dartmouth,15.4125,10,15.027397260273972,-0.3851027397260278
Ivy WBB,Harvard,17.41860465116279,17.333333333333332,16.575342465753426,-0.8432621854093654
Ivy WBB,Pennsylvania,14.654761904761905,15,12.848101265822784,-1.806660638939121
Ivy WBB,Princeton,15.74698795180723,15.6,15.197530864197532,-0.5494570876096976
Ivy WBB,Yale,17.466666666666665,21.5,16.542857142857144,-0.9238095238095205
MAAC WBB,Canisius,16.840425531914892,18,16.98780487804878,0.1473793461338886
MAAC WBB,Fairfield,15.61,16,14.897727272727273,-0.7122727272727261
MAAC WBB,Iona,16.094736842105263,12,16.579545454545453,0.48480861244019025
