year,ncaa_id,team,region,seed,qualified,wins,losses,first_round
2003,82,Xavier,,10,at-large,0,1,
2003,77,BYU,,11,at-large,0,1,
2003,415,Miami (FL),,11,at-large,0,1,
2003,513,Notre Dame,,11,at-large,2,1,
2003,718,Tulane,,11,at-large,0,1,
2003,458,Charlotte,,12,at-large,0,1,
2003,693,Chattanooga,,12,auto,0,1,
2003,523,Old Dominion,,12,auto,0,1,
2003,541,Pepperdine,,12,auto,0,1,
2003,285,Holy Cross,,13,auto,0,1,
2003,355,Liberty,,13,auto,0,1,
2003,758,Weber St.,,13,auto,0,1,
2003,772,Western Ky.,,13,auto,0,1,
2003,43,Austin Peay,,14,auto,0,1,
2003,275,Harvard,,14,auto,0,1,
2003,381,Manhattan,,14,auto,0,1,
2003,774,Western Mich.,,14,auto,0,1,
2003,270,Hampton,,15,auto,0,1,
2003,669,Missouri St.,,15,auto,0,1,
2003,600,Saint Francis (PA),,15,auto,0,1,
2003,735,Valparaiso,,15,auto,0,1,
2003,7,Alabama St.,,16,auto,0,1,
2003,68,Boston University,,16,auto,0,1,
2003,254,Georgia St.,,16,auto,0,1,
2003,670,Texas St.,,16,auto,0,1,
2004,193,Duke,,1,auto,3,1,
2004,539,Penn St.,,1,at-large,3,1,
2004,694,Tennessee,,1,at-large,5,1,
2004,703,Texas,,1,at-large,2,1,
2004,327,Kansas St.,,2,at-large,1,1,
2004,559,Purdue,,2,auto,2,1,
2004,164,UConn,,2,at-large,6,0,
2004,736,Vanderbilt,,2,auto,2,1,
2004,67,Boston College,,3,auto,2,1,
2004,257,Georgia,,3,at-large,3,1,
2004,288,Houston,,3,auto,1,1,
2004,522,Oklahoma,,3,auto,1,1,
2004,51,Baylor,,4,at-large,2,1,
2004,365,LSU,,4,at-large,4,1,
2004,457,North Carolina,,4,at-large,0,1,
2004,700,Texas Tech,,4,at-large,1,1,
2004,235,Florida,,5,at-large,1,1,
2004,366,Louisiana Tech,,5,auto,2,1,
2004,415,Miami (FL),,5,at-large,0,1,
2004,513,Notre Dame,,5,at-large,2,1,
2004,157,Colorado,,6,at-large,0,1,
2004,518,Ohio St.,,6,at-large,1,1,
2004,674,Stanford,,6,auto,3,1,
2004,698,TCU,,6,at-large,1,1,
2004,37,Auburn,,7,at-large,1,1,
2004,428,Minnesota,,7,at-large,4,1,
2004,587,Rutgers,,7,at-large,0,1,
2004,739,Villanova,,7,at-large,1,1,
2004,249,George Washington,,8,at-large,0,1,
2004,416,Michigan St.,,8,at-large,1,1,
2004,523,Old Dominion,,8,auto,0,1,
2004,742,Virginia Tech,,8,at-large,1,1,
2004,29,Arizona,,9,at-large,0,1,
2004,176,DePaul,,9,at-large,1,1,
2004,312,Iowa,,9,at-large,0,1,
2004,387,Marquette,,9,at-large,1,1,
2004,693,Chattanooga,,10,auto,1,1,
2004,490,NC State,,10,at-large,0,1,
2004,433,Ole Miss,,10,at-large,0,1,
2004,110,UCLA,,10,at-large,0,1,
2004,434,Missouri,,11,at-large,0,1,
2004,690,Temple,,11,auto,0,1,
2004,104,UC Santa Barbara,,11,auto,2,1,
2004,768,West Virginia,,11,at-large,0,1,
2004,392,Maryland,,12,at-large,1,1,
2004,669,Missouri St.,,12,auto,0,1,
2004,441,Montana,,12,auto,0,1,
2004,473,New Mexico,,12,auto,0,1,
2004,43,Austin Peay,,13,auto,0,1,
2004,,Loyola Marymount,,13,auto,0,1,
2004,380,Maine,,13,auto,0,1,
2004,419,Middle Tenn.,,13,auto,1,1,
2004,204,Eastern Mich.,,14,auto,0,1,
2004,794,Green Bay,,14,auto,0,1,
2004,355,Liberty,,14,auto,0,1,
2004,386,Marist,,14,auto,0,1,
2004,28600,Lipscomb,,15,auto,0,1,
2004,540,Penn,,15,auto,0,1,
2004,600,Saint Francis (PA),,15,auto,0,1,
2004,735,Valparaiso,,15,auto,0,1,
2004,153,Colgate,,16,auto,0,1,
2004,270,Hampton,,16,auto,0,1,
2004,508,Northwestern St.,,16,auto,0,1,
2004,665,Southern,,16,auto,0,1,
2005,365,LSU,,1,at-large,4,1,
2005,416,Michigan St.,,1,auto,5,1,
2005,457,North Carolina,,1,auto,3,1,
2005,694,Tennessee,,1,at-large,4,1,
2005,51,Baylor,,2,auto,6,0,
2005,193,Duke,,2,at-large,3,1,
2005,518,Ohio St.,,2,at-large,2,1,
2005,674,Stanford,,2,auto,3,1,
2005,428,Minnesota,,3,at-large,2,1,
2005,587,Rutgers,,3,at-large,3,1,
2005,703,Texas,,3,at-large,1,1,
2005,164,UConn,,3,auto,2,1,
2005,327,Kansas St.,,4,at-large,1,1,
2005,513,Notre Dame,,4,at-large,1,1,
2005,539,Penn St.,,4,at-large,0,1,
2005,700,Texas Tech,,4,at-large,2,1,
2005,28,Arizona St.,,5,at-large,2,1,
2005,176,DePaul,,5,at-large,1,1,
2005,490,NC State,,5,at-large,0,1,
2005,736,Vanderbilt,,5,at-large,2,1,
2005,234,Florida St.,,6,at-large,1,1,
2005,257,Georgia,,6,at-large,2,1,
2005,690,Temple,,6,auto,1,1,
2005,746,Virginia,,6,at-large,1,1,
2005,67,Boston College,,7,at-large,1,1,
2005,311,Iowa St.,,7,at-large,0,1,
2005,392,Maryland,,7,at-large,1,1,
2005,698,TCU,,7,auto,0,1,
2005,473,New Mexico,,8,auto,0,1,
2005,522,Oklahoma,,8,at-large,0,1,
2005,433,Ole Miss,,8,at-large,0,1,
2005,657,Southern California,,8,at-large,1,1,
2005,29,Arizona,,9,at-large,1,1,
2005,249,George Washington,,9,at-large,1,1,
2005,367,Louisville,,9,at-large,0,1,
2005,559,Purdue,,9,at-large,1,1,
2005,794,Green Bay,,10,auto,0,1,
2005,288,Houston,,10,at-large,0,1,
2005,529,Oregon,,10,at-large,1,1,
2005,732,Utah,,10,at-large,1,1,
2005,366,Louisiana Tech,,11,at-large,0,1,
2005,523,Old Dominion,,11,auto,0,1,
2005,574,Rice,,11,auto,0,1,
2005,575,Richmond,,11,at-large,0,1,
2005,202,Eastern Ky.,,12,auto,0,1,
2005,419,Middle Tenn.,,12,auto,1,1,
2005,441,Montana,,12,auto,0,1,
2005,742,Virginia Tech,,12,at-large,0,1,
2005,71,Bowling Green,,13,at-large,0,1,
2005,355,Liberty,,13,auto,2,1,
2005,104,UC Santa Barbara,,13,auto,0,1,
2005,702,UT Arlington,,13,auto,0,1,
2005,172,Dartmouth,,14,auto,0,1,
2005,272,Hartford,,14,auto,0,1,
2005,527,Oral Roberts,,14,auto,0,1,
2005,600,Saint Francis (PA),,14,auto,0,1,
2005,116,Canisius,,15,auto,0,1,
2005,285,Holy Cross,,15,auto,0,1,
2005,299,Illinois St.,,15,auto,0,1,
2005,631,Santa Clara,,15,auto,0,1,
2005,17,Alcorn St.,,16,auto,0,1,
2005,165,Coppin St.,,16,auto,0,1,
2005,678,Stetson,,16,auto,0,1,
2005,769,Western Carolina,,16,auto,0,1,
2006,193,Duke,,1,at-large,5,1,
2006,365,LSU,,1,auto,4,1,
2006,457,North Carolina,,1,auto,4,1,
2006,518,Ohio St.,,1,auto,1,1,
2006,392,Maryland,,2,at-large,6,0,
2006,522,Oklahoma,,2,auto,2,1,
2006,694,Tennessee,,2,at-large,3,1,
2006,164,UConn,,2,at-large,3,1,
2006,51,Baylor,,3,at-large,2,1,
2006,257,Georgia,,3,at-large,2,1,
2006,587,Rutgers,,3,auto,2,1,
2006,674,Stanford,,3,at-large,3,1,
2006,28,Arizona St.,,4,at-large,1,1,
2006,176,DePaul,,4,at-large,2,1,
2006,416,Michigan St.,,4,at-large,2,1,
2006,559,Purdue,,4,at-large,2,1,
2006,334,Kentucky,,5,at-large,1,1,
2006,490,NC State,,5,at-large,0,1,
2006,110,UCLA,,5,at-large,1,1,
2006,732,Utah,,5,at-large,3,1,
2006,235,Florida,,6,at-large,0,1,
2006,234,Florida St.,,6,at-large,1,1,
2006,690,Temple,,6,auto,0,1,
2006,697,Texas A&M,,6,at-large,0,1,
2006,77,BYU,,7,at-large,1,1,
2006,249,George Washington,,7,at-large,1,1,
2006,603,St. John's (NY),,7,at-large,1,1,
2006,742,Virginia Tech,,7,at-large,1,1,
2006,67,Boston College,,8,at-large,2,1,
2006,428,Minnesota,,8,at-large,0,1,
2006,657,Southern California,,8,at-large,1,1,
2006,736,Vanderbilt,,8,at-large,1,1,
2006,367,Louisville,,9,at-large,0,1,
2006,513,Notre Dame,,9,at-large,0,1,
2006,651,South Florida,,9,at-large,0,1,
2006,756,Washington,,9,at-large,1,1,
2006,107,California,,10,at-large,0,1,
2006,312,Iowa,,10,at-large,0,1,
2006,434,Missouri,,10,at-large,0,1,
2006,523,Old Dominion,,10,auto,0,1,
2006,272,Hartford,,11,auto,1,1,
2006,366,Louisiana Tech,,11,auto,0,1,
2006,473,New Mexico,,11,at-large,1,1,
2006,698,TCU,,11,at-large,1,1,
2006,71,Bowling Green,,12,auto,0,1,
2006,693,Chattanooga,,12,auto,0,1,
2006,419,Middle Tenn.,,12,auto,0,1,
2006,719,Tulsa,,12,auto,1,1,
2006,355,Liberty,,13,auto,0,1,
2006,797,Milwaukee,,13,auto,0,1,
2006,669,Missouri St.,,13,auto,0,1,
2006,676,SFA,,13,auto,0,1,
2006,172,Dartmouth,,14,auto,0,1,
2006,386,Marist,,14,auto,0,1,
2006,501,Northern Arizona,,14,auto,0,1,
2006,654,Southeast Mo. St.,,14,auto,0,1,
2006,725,Army,,15,auto,0,1,
2006,165,Coppin St.,,15,auto,0,1,
2006,541,Pepperdine,,15,auto,0,1,
2006,590,Sacred Heart,,15,auto,0,1,
2006,229,Fla. Atlantic,,16,auto,0,1,
2006,514,Oakland,,16,auto,0,1,
2006,665,Southern,,16,auto,0,1,
2006,111,UC Riverside,,16,auto,0,1,
2007,193,Duke,,1,at-large,2,1,
2007,457,North Carolina,,1,auto,4,1,
2007,694,Tennessee,,1,at-large,6,0,
2007,164,UConn,,1,at-large,3,1,
2007,392,Maryland,,2,at-large,1,1,
2007,559,Purdue,,2,auto,3,1,
2007,674,Stanford,,2,auto,1,1,
2007,736,Vanderbilt,,2,auto,1,1,
2007,28,Arizona St.,,3,at-large,3,1,
2007,257,Georgia,,3,at-large,2,1,
2007,365,LSU,,3,at-large,4,1,
2007,522,Oklahoma,,3,auto,2,1,
2007,490,NC State,,4,at-large,2,1,
2007,518,Ohio St.,,4,at-large,0,1,
2007,587,Rutgers,,4,auto,5,1,
2007,697,Texas A&M,,4,at-large,1,1,
2007,51,Baylor,,5,at-large,1,1,
2007,249,George Washington,,5,at-large,2,1,
2007,416,Michigan St.,,5,at-large,1,1,
2007,419,Middle Tenn.,,5,auto,1,1,
2007,311,Iowa St.,,6,at-large,1,1,
2007,367,Louisville,,6,at-large,1,1,
2007,387,Marquette,,6,at-large,1,1,
2007,82,Xavier,,6,auto,0,1,
2007,71,Bowling Green,,7,auto,2,1,
2007,255,Georgia Tech,,7,at-large,1,1,
2007,523,Old Dominion,,7,auto,0,1,
2007,433,Ole Miss,,7,at-large,3,1,
2007,107,California,,8,at-large,0,1,
2007,473,New Mexico,,8,auto,0,1,
2007,545,Pittsburgh,,8,at-large,1,1,
2007,690,Temple,,8,at-large,1,1,
2007,794,Green Bay,,9,auto,1,1,
2007,317,James Madison,,9,at-large,0,1,
2007,463,Nebraska,,9,at-large,0,1,
2007,513,Notre Dame,,9,at-large,1,1,
2007,176,DePaul,,10,at-large,0,1,
2007,234,Florida St.,,10,at-large,2,1,
2007,521,Oklahoma St.,,10,at-large,0,1,
2007,698,TCU,,10,at-large,0,1,
2007,77,BYU,,11,at-large,0,1,
2007,671,Louisiana,,11,at-large,0,1,
2007,756,Washington,,11,at-large,0,1,
2007,768,West Virginia,,11,at-large,1,1,
2007,66,Boise St.,,12,auto,0,1,
2007,693,Chattanooga,,12,auto,0,1,
2007,180,Delaware,,12,at-large,0,1,
2007,260,Gonzaga,,12,auto,0,1,
2007,196,East Carolina,,13,auto,0,1,
2007,386,Marist,,13,auto,2,1,
2007,579,Robert Morris,,13,auto,0,1,
2007,702,UT Arlington,,13,auto,0,1,
2007,456,Asheville,,14,auto,0,1,
2007,14927,Belmont,,14,auto,0,1,
2007,654,Southeast Mo. St.,,14,auto,0,1,
2007,111,UC Riverside,,14,auto,0,1,
2007,178,Delaware St.,,15,auto,0,1,
2007,275,Harvard,,15,auto,0,1,
2007,294,Idaho St.,,15,auto,0,1,
2007,527,Oral Roberts,,15,auto,0,1,
2007,189,Drake,,16,auto,0,1,
2007,285,Holy Cross,,16,auto,0,1,
2007,553,Prairie View,,16,auto,0,1,
2007,391,UMBC,,16,auto,0,1,
2008,392,Maryland,,1,at-large,3,1,
2008,457,North Carolina,,1,auto,3,1,
2008,694,Tennessee,,1,auto,6,0,
2008,164,UConn,,1,auto,4,1,
2008,365,LSU,,2,at-large,4,1,
2008,587,Rutgers,,2,at-large,3,1,
2008,674,Stanford,,2,auto,5,1,
2008,697,Texas A&M,,2,auto,3,1,
2008,51,Baylor,,3,at-large,1,1,
2008,107,California,,3,at-large,1,1,
2008,193,Duke,,3,at-large,2,1,
2008,521,Oklahoma St.,,3,at-large,2,1,
2008,367,Louisville,,4,at-large,2,1,
2008,522,Oklahoma,,4,at-large,1,1,
2008,736,Vanderbilt,,4,at-large,2,1,
2008,746,Virginia,,4,at-large,1,1,
2008,327,Kansas St.,,5,at-large,1,1,
2008,513,Notre Dame,,5,at-large,2,1,
2008,523,Old Dominion,,5,auto,2,1,
2008,768,West Virginia,,5,at-large,1,1,
2008,28,Arizona St.,,6,at-large,1,1,
2008,249,George Washington,,6,at-large,2,1,
2008,518,Ohio St.,,6,at-large,0,1,
2008,545,Pittsburgh,,6,at-large,2,1,
2008,311,Iowa St.,,7,at-large,1,1,
2008,386,Marist,,7,auto,1,1,
2008,688,Syracuse,,7,at-large,0,1,
2008,704,UTEP,,7,at-large,1,1,
2008,257,Georgia,,8,at-large,1,1,
2008,463,Nebraska,,8,at-large,1,1,
2008,703,Texas,,8,at-large,1,1,
2008,732,Utah,,8,at-large,0,1,
2008,312,Iowa,,9,at-large,0,1,
2008,428,Minnesota,,9,at-large,0,1,
2008,559,Purdue,,9,auto,1,1,
2008,82,Xavier,,9,auto,0,1,
2008,176,DePaul,,10,at-large,0,1,
2008,255,Georgia Tech,,10,at-large,0,1,
2008,272,Hartford,,10,auto,1,1,
2008,772,Western Ky.,,10,auto,0,1,
2008,37,Auburn,,11,at-large,0,1,
2008,234,Florida St.,,11,at-large,1,1,
2008,690,Temple,,11,at-large,0,1,
2008,811,Wyoming,,11,at-large,0,1,
2008,693,Chattanooga,,12,auto,0,1,
2008,355,Liberty,,12,auto,0,1,
2008,473,New Mexico,,12,auto,0,1,
2008,663,SMU,,12,auto,0,1,
2008,299,Illinois St.,,13,auto,0,1,
2008,414,Miami (OH),,13,auto,0,1,
2008,441,Montana,,13,auto,0,1,
2008,104,UC Santa Barbara,,13,auto,0,1,
2008,198,ETSU,,14,auto,0,1,
2008,96,Fresno St.,,14,auto,0,1,
2008,454,Murray St.,,14,auto,0,1,
2008,627,San Diego,,14,auto,0,1,
2008,148,Cleveland St.,,15,auto,0,1,
2008,314,Jackson St.,,15,auto,0,1,
2008,579,Robert Morris,,15,auto,0,1,
2008,706,UTSA,,15,auto,0,1,
2008,83,Bucknell,,16,auto,0,1,
2008,165,Coppin St.,,16,auto,0,1,
2008,167,Cornell,,16,auto,0,1,
2008,527,Oral Roberts,,16,auto,0,1,
2009,193,Duke,,1,at-large,1,1,
2009,392,Maryland,,1,auto,3,1,
2009,522,Oklahoma,,1,at-large,4,1,
2009,164,UConn,,1,auto,6,0,
2009,37,Auburn,,2,at-large,1,1,
2009,51,Baylor,,2,auto,2,1,
2009,674,Stanford,,2,auto,4,1,
2009,697,Texas A&M,,2,at-large,2,1,
2009,234,Florida St.,,3,at-large,1,1,
2009,367,Louisville,,3,at-large,5,1,
2009,457,North Carolina,,3,at-large,1,1,
2009,518,Ohio St.,,3,auto,2,1,
2009,107,California,,4,at-large,2,1,
2009,311,Iowa St.,,4,at-large,3,1,
2009,545,Pittsburgh,,4,at-large,2,1,
2009,736,Vanderbilt,,4,auto,2,1,
2009,327,Kansas St.,,5,at-large,1,1,
2009,694,Tennessee,,5,at-large,0,1,
2009,746,Virginia,,5,at-large,1,1,
2009,82,Xavier,,5,at-large,0,1,
2009,28,Arizona St.,,6,at-large,3,1,
2009,365,LSU,,6,at-large,1,1,
2009,559,Purdue,,6,at-large,3,1,
2009,703,Texas,,6,at-large,0,1,
2009,176,DePaul,,7,at-large,0,1,
2009,513,Notre Dame,,7,at-large,0,1,
2009,587,Rutgers,,7,at-large,2,1,
2009,649,South Dakota St.,,7,auto,1,1,
2009,235,Florida,,8,at-large,1,1,
2009,312,Iowa,,8,at-large,0,1,
2009,419,Middle Tenn.,,8,auto,0,1,
2009,739,Villanova,,8,at-large,0,1,
2009,255,Georgia Tech,,9,at-large,1,1,
2009,416,Michigan St.,,9,at-large,2,1,
2009,690,Temple,,9,at-large,0,1,
2009,732,Utah,,9,auto,1,1,
2009,428,Minnesota,,10,at-large,1,1,
2009,626,San Diego St.,,10,at-large,1,1,
2009,698,TCU,,10,at-large,0,1,
2009,740,VCU,,10,at-large,0,1,
2009,458,Charlotte,,11,auto,0,1,
2009,257,Georgia,,11,at-large,0,1,
2009,794,Green Bay,,11,auto,0,1,
2009,430,Mississippi St.,,11,at-large,1,1,
2009,47,Ball St.,,12,auto,1,1,
2009,191,Drexel,,12,auto,0,1,
2009,260,Gonzaga,,12,auto,1,1,
2009,386,Marist,,12,auto,0,1,
2009,198,ETSU,,13,auto,0,1,
2009,96,Fresno St.,,13,auto,0,1,
2009,441,Montana,,13,auto,0,1,
2009,769,Western Carolina,,13,auto,0,1,
2009,355,Liberty,,14,auto,0,1,
2009,488,NC A&T,,14,auto,0,1,
2009,590,Sacred Heart,,14,auto,0,1,
2009,128,UCF,,14,auto,0,1,
2009,219,Evansville,,15,auto,0,1,
2009,352,Lehigh,,15,auto,0,1,
2009,104,UC Santa Barbara,,15,auto,0,1,
2009,706,UTSA,,15,auto,0,1,
2009,43,Austin Peay,,16,auto,0,1,
2009,172,Dartmouth,,16,auto,0,1,
2009,553,Prairie View,,16,auto,0,1,
2009,738,Vermont,,16,auto,0,1,
2010,463,Nebraska,,1,at-large,2,1,
2010,674,Stanford,,1,auto,5,1,
2010,694,Tennessee,,1,auto,2,1,
2010,164,UConn,,1,auto,6,0,
2010,193,Duke,,2,auto,3,1,
2010,513,Notre Dame,,2,at-large,2,1,
2010,518,Ohio St.,,2,auto,1,1,
2010,697,Texas A&M,,2,auto,1,1,
2010,234,Florida St.,,3,at-large,3,1,
2010,522,Oklahoma,,3,at-large,4,1,
2010,768,West Virginia,,3,at-large,1,1,
2010,82,Xavier,,3,auto,3,1,
2010,51,Baylor,,4,at-large,4,1,
2010,311,Iowa St.,,4,at-large,2,1,
2010,334,Kentucky,,4,at-large,3,1,
2010,521,Oklahoma St.,,4,at-large,1,1,
2010,251,Georgetown,,5,at-large,1,1,
2010,257,Georgia,,5,at-large,2,1,
2010,416,Michigan St.,,5,at-large,1,1,
2010,746,Virginia,,5,at-large,0,1,
2010,255,Georgia Tech,,6,at-large,0,1,
2010,603,St. John's (NY),,6,at-large,1,1,
2010,703,Texas,,6,at-large,0,1,
2010,736,Vanderbilt,,6,at-large,1,1,
2010,260,Gonzaga,,7,auto,2,1,
2010,365,LSU,,7,at-large,1,1,
2010,430,Mississippi St.,,7,at-large,2,1,
2010,796,Wisconsin,,7,at-large,0,1,
2010,175,Dayton,,8,at-large,1,1,
2010,312,Iowa,,8,at-large,1,1,
2010,690,Temple,,8,at-large,1,1,
2010,110,UCLA,,8,at-large,1,1,
2010,317,James Madison,,9,auto,0,1,
2010,490,NC State,,9,at-large,0,1,
2010,587,Rutgers,,9,at-large,0,1,
2010,698,TCU,,9,at-large,0,1,
2010,272,Hartford,,10,at-large,0,1,
2010,419,Middle Tenn.,,10,auto,0,1,
2010,457,North Carolina,,10,at-large,0,1,
2010,738,Vermont,,10,auto,1,1,
2010,176,DePaul,,11,at-large,0,1,
2010,32,Little Rock,,11,at-large,1,1,
2010,554,Princeton,,11,auto,0,1,
2010,626,San Diego St.,,11,auto,2,1,
2010,71,Bowling Green,,12,auto,0,1,
2010,794,Green Bay,,12,at-large,1,1,
2010,386,Marist,,12,auto,0,1,
2010,718,Tulane,,12,auto,0,1,
2010,693,Chattanooga,,13,auto,0,1,
2010,96,Fresno St.,,13,at-large,0,1,
2010,352,Lehigh,,13,auto,0,1,
2010,355,Liberty,,13,auto,0,1,
2010,198,ETSU,,14,auto,0,1,
2010,346,Lamar,,14,auto,0,1,
2010,366,Louisiana Tech,,14,auto,0,1,
2010,649,South Dakota St.,,14,auto,0,1,
2010,148,Cleveland St.,,15,auto,0,1,
2010,270,Hampton,,15,auto,0,1,
2010,550,Portland St.,,15,auto,0,1,
2010,600,Saint Francis (PA),,15,auto,0,1,
2010,43,Austin Peay,,16,auto,0,1,
2010,665,Southern,,16,auto,0,1,
2010,111,UC Riverside,,16,auto,0,1,
2010,504,UNI,,16,auto,0,1,
2011,51,Baylor,,1,auto,3,1,
2011,674,Stanford,,1,auto,4,1,
2011,694,Tennessee,,1,auto,3,1,
2011,164,UConn,,1,auto,4,1,
2011,193,Duke,,2,auto,3,1,
2011,513,Notre Dame,,2,at-large,5,1,
2011,697,Texas A&M,,2,at-large,6,0,
2011,82,Xavier,,2,auto,1,1,
2011,176,DePaul,,3,at-large,2,1,
2011,234,Florida St.,,3,at-large,1,1,
2011,415,Miami (FL),,3,at-large,1,1,
2011,726,Navy,,3,auto,0,1,
2011,110,UCLA,,3,at-large,1,1,
2011,334,Kentucky,,4,at-large,1,1,
2011,392,Maryland,,4,at-large,1,1,
2011,416,Michigan St.,,4,at-large,1,1,
2011,518,Ohio St.,,4,auto,2,1,
2011,251,Georgetown,,5,at-large,2,1,
2011,255,Georgia Tech,,5,at-large,1,1,
2011,794,Green Bay,,5,auto,2,1,
2011,457,North Carolina,,5,at-large,2,1,
2011,257,Georgia,,6,at-large,2,1,
2011,312,Iowa,,6,at-large,0,1,
2011,522,Oklahoma,,6,at-large,2,1,
2011,539,Penn St.,,6,at-large,1,1,
2011,28,Arizona St.,,7,at-large,0,1,
2011,311,Iowa St.,,7,at-large,0,1,
2011,367,Louisville,,7,at-large,2,1,
2011,587,Rutgers,,7,at-large,1,1,
2011,288,Houston,,8,at-large,0,1,
2011,327,Kansas St.,,8,at-large,0,1,
2011,387,Marquette,,8,at-large,1,1,
2011,700,Texas Tech,,8,at-large,0,1,
2011,603,St. John's (NY),,9,at-large,1,1,
2011,703,Texas,,9,at-large,0,1,
2011,768,West Virginia,,9,at-large,1,1,
2011,366,Louisiana Tech,,10,at-large,0,1,
2011,386,Marist,,10,auto,1,1,
2011,690,Temple,,10,at-large,1,1,
2011,736,Vanderbilt,,10,at-large,0,1,
2011,175,Dayton,,11,at-large,0,1,
2011,260,Gonzaga,,11,auto,3,1,
2011,317,James Madison,,11,auto,0,1,
2011,419,Middle Tenn.,,11,at-large,0,1,
2011,559,Purdue,,11,at-large,1,1,
2011,71,Bowling Green,,12,auto,0,1,
2011,96,Fresno St.,,12,auto,0,1,
2011,32,Little Rock,,12,auto,0,1,
2011,554,Princeton,,12,auto,0,1,
2011,270,Hampton,,13,auto,0,1,
2011,600,Saint Francis (PA),,13,auto,0,1,
2011,128,UCF,,13,auto,0,1,
2011,504,UNI,,13,auto,0,1,
2011,1092,Gardner-Webb,,14,auto,0,1,
2011,441,Montana,,14,auto,0,1,
2011,625,Samford,,14,auto,0,1,
2011,402,McNeese,,15,auto,0,1,
2011,649,South Dakota St.,,15,auto,0,1,
2011,695,UT Martin,,15,auto,0,1,
2011,732,Utah,,15,auto,0,1,
2011,272,Hartford,,16,auto,0,1,
2011,553,Prairie View,,16,auto,0,1,
2011,678,Stetson,,16,auto,0,1,
2011,108,UC Davis,,16,auto,0,1,
2012,51,Baylor,,1,auto,6,0,
2012,513,Notre Dame,,1,at-large,5,1,
2012,674,Stanford,,1,auto,4,1,
2012,164,UConn,,1,auto,4,1,
2012,193,Duke,,2,at-large,3,1,
2012,334,Kentucky,,2,at-large,3,1,
2012,392,Maryland,,2,auto,3,1,
2012,694,Tennessee,,2,auto,3,1,
2012,180,Delaware,,3,auto,1,1,
2012,415,Miami (FL),,3,at-large,1,1,
2012,603,St. John's (NY),,3,at-large,2,1,
2012,697,Texas A&M,,3,at-large,2,1,
2012,257,Georgia,,4,at-large,0,1,
2012,255,Georgia Tech,,4,at-large,2,1,
2012,539,Penn St.,,4,at-large,2,1,
2012,559,Purdue,,4,auto,1,1,
2012,251,Georgetown,,5,at-large,1,1,
2012,365,LSU,,5,at-large,1,1,
2012,648,South Carolina,,5,at-large,2,1,
