team_id,team_short_display_name,n_wins,off_mahal_mean,def_mahal_mean,off_def_gap,total_mahal,conference_short_name,conf_tier,cv_composite_core,cv_Shooting,cv_Ball_Care,cv_Rebounding,cv_Free_Throws,cv_Scoring_Mix,cv_Def_Quality
2199,E Michigan,12,5.181289198900084,5.94980568745846,-0.768516488558376,11.131094886358545,NA,NA,0.27553963333751463,0.17582785313567378,0.19044825140356397,0.23478130376921988,0.3593879549089086,0.3325285390753252,0.41725280347020677
2448,NC A&T,10,8.042580701521356,2.9792998324415927,5.0632808690797635,11.021880533962948,CAA,Mid/Low Major,0.2698359349740353,0.20113780215387383,0.3066864487147769,0.18857370201920334,0.3398072469252588,0.26478724542060994,0.31297447505706366
2698,West Georgia,17,5.958193395006825,4.5899734268631915,1.3682199681436336,10.548166821870016,NA,NA,0.2550508182420388,0.19511643035127155,0.22324670336574115,0.25246684874909725,0.23795111900156685,0.25816826767250456,0.3664729897425173
277,West Virginia,22,5.066311022057306,4.788082442767377,0.2782285792899293,9.854393464824682,Big 12,Power 4,0.26880303168521735,0.22044779835906714,0.26713357316192765,0.1888696179894674,0.3034836675724123,0.35290856593019615,0.3640805013432124
2466,N'Western St,14,5.738484620479769,4.090927086159236,1.6475575343205326,9.829411706639004,NA,NA,0.273759440277749,0.23356439070864432,0.27433301252089964,0.21530685494853702,0.2589821974363585,0.4313553616125264,0.3866107457743056
2803,Bryant,18,5.497109801846139,4.268632671900681,1.2284771299454578,9.765742473746819,America East,Mid/Low Major,0.27030807186011785,0.22486816798797463,0.256752481979615,0.20835588205374328,0.3368987742636957,0.36318644140703826,0.32466505301556065
2430,UNC Greensboro,13,4.835592069983704,4.7967698815848125,0.03882218839889173,9.632361951568516,SoCon,Mid/Low Major,0.2720449935770365,0.20555593071414624,0.25630113513803626,0.21539012635700377,0.322050514050132,0.41377071647699215,0.3609272616258642
2900,St Thomas (MN),14,5.3241756985906115,4.302375644427178,1.0218000541634336,9.62655134301779,Summit League,Mid/Low Major,0.25592091319988264,0.1963734057692355,0.26591981859167185,0.1893168235792816,0.283832109130706,0.4633158272017652,0.34416240892851835
2534,Sam Houston,16,4.373957450139435,5.1547100967026385,-0.7807526465632035,9.528667546842073,NA,NA,0.24559894062487647,0.1900319950310514,0.2527339220910134,0.24985732131518262,0.24860250189362443,0.2786086716469929,0.2867689627935105
526,FGCU,13,6.163325800114936,3.2954169656660723,2.8679088344488632,9.458742765781007,NA,NA,0.3003685280517583,0.16462121966262364,0.3107676886489974,0.3446330747094343,0.35743341251786115,0.5149146564451504,0.32438724471987507
2000,Abilene Chrstn,19,5.1808309310460325,4.250455216276419,0.9303757147696139,9.431286147322451,NA,NA,0.2558977595074865,0.20564193379708146,0.2625653368134202,0.19983398078629522,0.2979326310669894,0.34580279135347136,0.3135149150736461
2908,SC Upstate,10,5.5886223942592155,3.762782409736215,1.8258399845230007,9.35140480399543,NA,NA,0.27720071712830474,0.23263185668958958,0.23004605203458234,0.16788866732725205,0.3705722797672286,0.44159006856355254,0.3848647298228711
197,Oklahoma St,21,5.181554609919308,4.1603043771678285,1.0212502327514796,9.341858987087136,NA,NA,0.24787236175378094,0.18189449829457588,0.21617299591208378,0.21709426675017215,0.27750200109044953,0.4088929172044978,0.34669804672162335
2427,UNC Asheville,11,4.213665141559117,5.100458712157177,-0.8867935705980603,9.314123853716294,Big South,Mid/Low Major,0.26276358072325995,0.14518832818813185,0.3007278301878257,0.19023640378771783,0.29455593168926536,0.3035965332465869,0.38310940976335905
2378,UMBC,13,4.9123996005204695,4.31621695188785,0.5961826486326194,9.228616552408319,America East,Mid/Low Major,0.2674790713178992,0.25155571881594185,0.2877287423990832,0.20260139195210786,0.283599796478623,0.5101766320279367,0.31190970694374026
2229,FIU,17,4.175114579817061,4.797333884953382,-0.622219305136321,8.972448464770443,C-USA,Mid/Low Major,0.23765235388441855,0.18618688637405797,0.2200527136639852,0.19910860398247965,0.2725131143637025,0.2195965491512648,0.31040045103786734
2571,S Dakota St,22,4.910185870920937,4.009342657799891,0.9008432131210462,8.919528528720829,NA,NA,0.28093584109394243,0.20487206302513958,0.27627304894393934,0.24987890414623826,0.2869380236243161,0.40106557229806195,0.38671716573007886
194,Ohio State,23,3.190918019843428,5.716249318594833,-2.5253312987514045,8.90716733843826,Big Ten,Power 4,0.2526065881224441,0.18717674307239088,0.25283483261005407,0.19463189589828564,0.23576068266373487,0.3265397628875806,0.3926287863677549
171,Columbia,18,4.375104502378067,4.521360820402177,-0.14625631802411032,8.896465322780244,Ivy League,Mid/Low Major,0.2628750647329125,0.20839684456521723,0.21554007179765564,0.19010780720252157,0.3831375134081217,0.32066846159642093,0.3171930866910464
159,Dartmouth,10,5.784377544744574,3.0168229593672478,2.7675545853773262,8.801200504111822,Ivy League,Mid/Low Major,0.29007205366861427,0.22583511724389252,0.18916268517179624,0.17906524774332952,0.45716248593685094,0.47315291923716063,0.39913473224720214
278,Fresno St,14,3.920151486683948,4.855149513027087,-0.9349980263431394,8.775300999711035,NA,NA,0.27416887901559456,0.2443328283914954,0.3095210103151879,0.21299726314638429,0.2929127497767101,0.29922769145827693,0.311080543448195
66,Iowa State,21,5.716265413278976,3.035683884299539,2.6805815289794372,8.751949297578516,Big 12,Power 4,0.25458419553420136,0.2163257857464168,0.21534504395492987,0.2507444289979317,0.2847406270850818,0.5950971478033684,0.30576509188664663
112358,Long Island,17,4.5419814795532485,4.151957200115241,0.3900242794380073,8.69393867966849,NEC,Mid/Low Major,0.25006651329782614,0.15108632346948744,0.21931610743504615,0.21761805560032962,0.34718533597465634,0.29220087710339265,0.3151267440096111
2348,Louisiana Tech,21,4.2148348157372,4.451264624078083,-0.23642980834088245,8.666099439815284,C-USA,Mid/Low Major,0.24073770110190587,0.16607226909192851,0.20242778306745235,0.21634791234001224,0.29993815668919765,0.2892407320155469,0.3189023843209386
279,Pacific,11,4.799197443387862,3.802819306515741,0.9963781368721207,8.602016749903603,NA,NA,0.26736804287895777,0.19504052880592893,0.2667322044215491,0.2219911967392453,0.3485695172815724,0.37973407864375425,0.30450676714649316
2239,Fullerton,16,2.92093802518779,5.668781343056001,-2.7478433178682105,8.589719368243792,NA,NA,0.23802922364042953,0.2112275829116158,0.21468554967561426,0.1935480640731691,0.28605990989157365,0.23596136896460795,0.28462501165017484
9,Arizona St,22,4.379344450473495,4.171609440840645,0.20773500963284963,8.55095389131414,NA,NA,0.2583218521208254,0.19086056963186637,0.2257811538049602,0.2441010322906659,0.28934910854622486,0.3829391344712646,0.3415173963304099
2306,Kansas St,15,4.572870790906892,3.966227811891645,0.606642979015247,8.539098602798537,NA,NA,0.25460140542222537,0.21278656965870563,0.24685298239864006,0.25260750495946904,0.25479219979750967,0.3549000280853735,0.30596777029680233
2635,Tennessee Tech,14,4.204444039796362,4.325981705905818,-0.1215376661094556,8.53042574570218,OVC,Mid/Low Major,0.2524766647082761,0.1988644062598155,0.2506414624416071,0.2125908837961133,0.2375424127688624,0.2700258223174795,0.36274415827498224
2217,Fairfield,24,3.821588946703399,4.701491196501919,-0.8799022497985196,8.523080143205318,MAAC,Mid/Low Major,0.24763546281717957,0.16257030614647028,0.20281081830775888,0.2500169217527913,0.3130782918470188,0.3577117982827823,0.3097009760318587
2110,C Arkansas,18,3.8252951620674014,4.692498633798717,-0.8672034717313157,8.517793795866119,NA,NA,0.2824580654296085,0.1578122686855121,0.29446787654164597,0.1579950154344538,0.4391041276831349,0.31530577246956115,0.3629110388032958
276,Marshall,23,4.567491777697272,3.9083045225179047,0.6591872551793676,8.475796300215176,Sun Belt,Mid/Low Major,0.2647258407403331,0.17285878254563963,0.2556028928946279,0.2202599184029203,0.3235344693928637,0.4027979136096719,0.3513731404656142
193,Miami OH,22,4.831079756361175,3.6327890675732983,1.198290688787877,8.463868823934474,NA,NA,0.24997517758653084,0.20223554615850875,0.24998163121566208,0.23242712612533856,0.3124631550239645,0.3734297282066828,0.2527684294091804
2473,Oakland,10,5.034751664570848,3.423289531290414,1.6114621332804342,8.458041195861263,Horizon,Mid/Low Major,0.26728717347514286,0.1503036812038171,0.23578170056379405,0.21970276299798935,0.411416530885654,0.21551626204658214,0.31923119172445985
2603,Saint Joseph's,19,5.00084516609127,3.403440198173401,1.5974049679178686,8.40428536426467,NA,NA,0.2502725682770017,0.2079537527476638,0.2118901215935145,0.22002710049374488,0.29343965915569875,0.3982542519863026,0.3180522073943864
2050,Ball State,22,5.138140440061739,3.2249806178601266,1.9131598222016124,8.363121057921866,MAC,Mid/Low Major,0.24082031751201038,0.17665225334881424,0.24241847811814082,0.17951993467901223,0.30403991884201365,0.339319974489966,0.30147100257207105
2309,Kent State,13,3.875820216406972,4.479141682035894,-0.6033214656289219,8.354961898442866,MAC,Mid/Low Major,0.22719373238240342,0.2317851009657556,0.237191536090106,0.20824362426413523,0.1418481943803205,0.28722208174463093,0.31690020621169984
2226,FAU,12,5.151163365851386,3.1679404923566854,1.9832228734947006,8.319103858208072,NA,NA,0.2647911175502706,0.2181819796686632,0.2507859663710006,0.2751918721281609,0.30317507023374723,0.338693599312684,0.2766206993497813
16,Sacramento St,12,3.9088883701175874,4.360314447233676,-0.4514260771160883,8.269202817351264,NA,NA,0.2406054673751384,0.16061296332682387,0.221182554411403,0.2549084813961957,0.24494895365285013,0.2978255417928865,0.3213743840884194
252,BYU,18,4.996465299637399,3.230460762310457,1.7660045373269422,8.226926061947855,NA,NA,0.2560646424075076,0.22124439539517649,0.26865882643128725,0.2341246204050465,0.2833439349442985,0.30161630056128647,0.27295143486172935
2,Auburn,14,4.525389162977684,3.6963284062507724,0.8290607567269119,8.221717569228456,SEC,Power 4,0.24920380862720054,0.24494601577820357,0.2643783710616362,0.21217303127926834,0.25951964339193623,0.33168255712565126,0.2650019816249584
2210,Elon,13,3.9188354466645032,4.299530081228113,-0.38069463456360975,8.218365527892615,CAA,Mid/Low Major,0.23936146816941342,0.20616739315360938,0.2569199910400023,0.18327658413000664,0.24122960789560075,0.45101337130773644,0.309213764627848
2729,William & Mary,13,3.483915820073332,4.689352806825338,-1.2054369867520056,8.17326862689867,CAA,Mid/Low Major,0.27158629810656443,0.20761400795287321,0.2564123577445693,0.2272557239178763,0.3110360896466351,0.314983447941633,0.35561331127086815
142,Missouri,16,5.939686739473496,2.2163844084810957,3.7233023309924,8.156071147954592,SEC,Power 4,0.28121976555046413,0.23301265787330533,0.2289521162052865,0.20551962011705932,0.3981674332772918,0.3035865109737016,0.3404470002793778
2501,Portland,16,4.211049918027255,3.944196573050491,0.2668533449767643,8.155246491077746,WCC,High Major,0.24780240318896388,0.20309838963726826,0.1838640227599891,0.2464815511979011,0.3139492968145472,0.4491982060760352,0.29161875553511374
2916,Incarnate Word,13,3.9764332075566546,4.158255891326878,-0.18182268377022304,8.134689098883532,Southland,Mid/Low Major,0.25022627831417826,0.18144620508408993,0.25501713566623097,0.18834392718663087,0.30129905607687507,0.4793816799998342,0.3250250675570645
2198,E Kentucky,22,4.6192953806656964,3.4903182671696906,1.1289771134960058,8.109613647835387,NA,NA,0.2642358668715278,0.1947869222078233,0.21204092815995962,0.1844370260036055,0.3910538173804931,0.36524471874406184,0.3388606406057573
96,Kentucky,20,3.8478390591438694,4.256442854179161,-0.40860379503529165,8.10428191332303,SEC,Power 4,0.2480509098380479,0.18447347567969496,0.26526435581316693,0.20786806403777414,0.23980272277516687,0.42311507405896365,0.34284593088443654
231,Furman,16,3.1538640327563723,4.947390414186754,-1.7935263814303815,8.101254446943127,SoCon,Mid/Low Major,0.25298796899657483,0.1891601136354439,0.22145139610105696,0.17408194279309863,0.2913898936883935,0.3228258133195351,0.388856498764881
2031,Little Rock,14,3.470014864693246,4.623243281815393,-1.153228417122147,8.093258146508639,NA,NA,0.27751001028281963,0.21983777028198156,0.31867907772732496,0.24474341850578302,0.24287172840587568,0.45010764238601786,0.3614180564931328
2377,McNeese,24,3.3261850522557257,4.757313856178412,-1.431128803922686,8.083498908434137,NA,NA,0.26679962777110916,0.22284469843146787,0.2773328768461268,0.22039931348739367,0.31352371009934465,0.39287907329608157,0.2998975399912127
2382,Mercer,16,4.103160999847632,3.971772131297545,0.13138886855008725,8.074933131145176,SoCon,Mid/Low Major,0.2431463775388187,0.19089940534296923,0.24593032748950072,0.19822304005954328,0.2740858131588467,0.3423466853771969,0.3065933016432336
2172,Denver,10,5.271107091001694,2.7994051298553226,2.4717019611463713,8.070512220857017,Summit League,Mid/Low Major,0.2645625485182083,0.20151792466581228,0.3143997106462466,0.2553654201488062,0.2797353112325047,0.2942125881671226,0.2717943758976717
127,Michigan St,22,4.076895938307606,3.9893873305682592,0.08750860773934699,8.066283268875866,NA,NA,0.24600255494335976,0.19453692619159843,0.33302429455962856,0.1918948931629953,0.17636604306095272,0.3321280697044704,0.3341906177416238
233,South Dakota,21,4.234881196491272,3.8270612261877077,0.4078199703035641,8.06194242267898,Summit League,Mid/Low Major,0.2679508265024104,0.2388996983312008,0.2684760155368531,0.19241256486274524,0.2774441578927269,0.5059276349343852,0.362521695888526
2529,Sacred Heart,12,5.2922396414948,2.7508415034938087,2.541398138000991,8.043081144988609,NEC,Mid/Low Major,0.2445003627020776,0.20834178814576212,0.19072426256142427,0.19302486257567908,0.34658188220642794,0.3788964270829557,0.2838290180210945
2046,Austin Peay,15,3.50264566877062,4.490616815078794,-0.987971146308174,7.9932624838494135,ASUN,Mid/Low Major,0.22607332139937683,0.14484940559154208,0.2274202950617506,0.1729233520175338,0.2716755130053862,0.2698633607978777,0.3134980413206714
2523,Robert Morris,17,4.346585954443924,3.6317293088571057,0.7148566455868184,7.978315263301029,Horizon,Mid/Low Major,0.25180158636912797,0.2335426936741174,0.24079627058041564,0.19721076662999168,0.24034290496294256,0.4379530484007233,0.34711529599817265
325,Cleveland St,21,4.680972129463484,3.297078704925696,1.383893424537788,7.97805083438918,NA,NA,0.2426067998980368,0.17943312284100027,0.27776612027373737,0.20232575734129132,0.23969761279993557,0.2790689321454929,0.3138113862342195
2582,Southern,14,3.5098188091380984,4.453752259815393,-0.9439334506772945,7.963571068953492,SWAC,Mid/Low Major,0.25680127349389625,0.1951370649092672,0.24220417910380188,0.22389323910413472,0.32049289537323056,0.40701514661397725,0.3022789889790469
28,UC San Diego,18,4.2035707320713875,3.75888136727238,0.44468936479900734,7.962452099343768,Big West,Mid/Low Major,0.2780159005140565,0.1879153365195083,0.22937203604118056,0.2435903293546412,0.3552746233266303,0.3197459348422583,0.37392717732832226
2619,Stony Brook,15,4.051372391103424,3.896847477754847,0.1545249133485771,7.948219868858271,CAA,Mid/Low Major,0.26278560730400014,0.1922051028277652,0.26392151899377275,0.20237723571663593,0.3169494650582201,0.43091632521944323,0.33847471392360684
2815,Lindenwood,22,3.9739957508693218,3.9741875555627266,-1.9180469340485118e-4,7.948183306432048,NA,NA,0.24414422997493826,0.1659007201980808,0.24040823743659723,0.21543808979469475,0.2721824457874552,0.37342054455487245,0.32679165665786336
2097,Campbell,17,4.552262515261495,3.388783113278821,1.1634794019826735,7.941045628540316,Big South,Mid/Low Major,0.24684145103586877,0.20691065379213647,0.2364777039244636,0.2019754500185964,0.263115432357408,0.38053009874099597,0.3257280150867394
2870,Purdue FW,16,3.4701014047173326,4.468012495604664,-0.9979110908873312,7.938113900321996,NA,NA,0.2627389694173845,0.17942795679686455,0.2463208490085751,0.2357934306672961,0.26431931960310734,0.37456575208269477,0.38783329101107933
331,E Washington,13,4.392741884550766,3.538103159455178,0.854638725095588,7.9308450440059435,NA,NA,0.2941496284766852,0.16303451761488796,0.324895306730683,0.17342982003793178,0.46429650812750606,0.26442640440908055,0.345091989872417
2681,Wagner,12,4.310068828905632,3.603350643208067,0.7067181856975653,7.9134194721136994,NEC,Mid/Low Major,0.2678385341202836,0.1956210485164681,0.25791592171822675,0.2363367341224451,0.34497809722654316,0.3655816203004275,0.3043408690177349
147,Montana St,20,3.4578982889381407,4.431649674569102,-0.9737513856309614,7.889547963507242,NA,NA,0.2538673484414062,0.18101170784485843,0.2428857237204643,0.1528379517945534,0.39834901035043435,0.3071768537318781,0.29425234849672055
356,Illinois,19,3.8271742572581813,4.060457353527955,-0.23328309626977362,7.887631610786136,Big Ten,Power 4,0.25224094867972857,0.1884515301990186,0.27600765676672656,0.17564947645393064,0.2835702530257367,0.41759980847157796,0.33752582695323036
2320,Lamar,17,3.7135982410984902,4.163175651124688,-0.449577410026198,7.876773892223179,Southland,Mid/Low Major,0.2371849789104525,0.20027155649823913,0.21268215322171574,0.17636409371480974,0.28487820472102265,0.3874730464641123,0.3117288863964752
153,North Carolina,23,3.697203300981358,4.15941223651076,-0.4622089355294019,7.856615537492118,ACC,Power 4,0.24539139247048705,0.20631234753083744,0.19350106666502342,0.17614432500975544,0.31385205363878926,0.32809363672624425,0.3371471695080297
249,North Texas,16,4.819876822853973,3.032488882594417,1.7873879402595563,7.85236570544839,C-USA,Mid/Low Major,0.27251202261454516,0.24229194005969915,0.29250427233875814,0.17034387610641824,0.3396504985770776,0.30972599010973,0.31776952599077274
202,Tulsa,17,3.886259527932441,3.959065851580026,-0.0728063236475851,7.845325379512467,AAC,High Major,0.2315521342816844,0.1728814826498017,0.2262888839535182,0.21904459187680644,0.25573047028446294,0.2613247113142867,0.28381524264383273
251,Texas,26,3.0668254650390474,4.769358450525605,-1.7025329854865574,7.836183915564652,Big 12,Power 4,0.24746241374984973,0.2373331948431356,0.2767583513099595,0.1689649405010403,0.24693960631687767,0.3048225735139203,0.30731597577823555
2630,UT Martin,13,4.80362157578757,3.0316579227913474,1.7719636529962228,7.835279498578918,OVC,Mid/Low Major,0.25774088463154693,0.21191137659342013,0.22316528054610976,0.2910022307271814,0.266083127848033,0.3816483751956049,0.29654240744299043
2599,St John's,21,5.03134346948975,2.792917157640013,2.2384263118497367,7.824260627129763,Big East,High Major,0.2633291520571031,0.2134440729814283,0.25239866410511214,0.19541716551984645,0.3085536095799535,0.3606266084706897,0.34683224809917523
300,UC Irvine,23,4.201300867527687,3.6179051529652497,0.5833957145624371,7.819206020492937,Big West,Mid/Low Major,0.24028861071964988,0.1706054175235514,0.2775507169480653,0.20741941082538232,0.23975504012625345,0.48100419387374327,0.3061124681749969
120,Maryland,22,3.2466290165663962,4.565574640290167,-1.318945623723771,7.812203656856564,Big Ten,Power 4,0.22255512329672272,0.17280167095820237,0.21497641881370053,0.14923690426732422,0.2080881745368879,0.2649281302483655,0.36767244790749853
2241,Gardner-Webb,11,3.627759093309802,4.182918257887084,-0.5551591645772822,7.810677351196886,Big South,Mid/Low Major,0.2658102201548361,0.16943264887012088,0.19987168735619143,0.20160240185499442,0.40742648294246303,0.47442799570930494,0.35071787975041063
88,So Indiana,19,4.146815157189144,3.628152322224325,0.5186628349648186,7.774967479413469,NA,NA,0.2504760518983365,0.20180206796455818,0.2997870154629154,0.20211676337373782,0.27501596344291757,0.3014976106266497,0.2736584492475534
30,USC,17,4.138266543924984,3.6022454165966042,0.5360211273283797,7.740511960521588,NA,NA,0.2591361905911594,0.17506025100948902,0.25553880558898967,0.21062936423563394,0.30119835214909996,0.24675786633877753,0.35325417997258446
2272,High Point,24,4.47464595525869,3.2656548696887606,1.208991085569929,7.74030082494745,Big South,Mid/Low Major,0.26334898016219827,0.1813899549032687,0.27206187518040803,0.22866316407009593,0.29821526313115415,0.2971348101378623,0.3364146435260644
2344,Longwood,18,3.6953757913061365,4.023314654255951,-0.32793886294981434,7.718690445562087,Big South,Mid/Low Major,0.24339548550360057,0.1794421549909203,0.2738302369926128,0.17462740107388436,0.27718862600458916,0.3271722010572849,0.31188900845599626
189,Bowling Green,15,4.328341619010913,3.3804296192369536,0.9479119997739591,7.708771238247866,MAC,Mid/Low Major,0.23406497181502484,0.18394693754268807,0.2125635541266277,0.20280615349343284,0.26426382122750214,0.28073467633324,0.3067443926848734
2083,Bucknell,10,4.345947156939779,3.3576438727179267,0.9883032842218524,7.703591029657706,Patriot,Mid/Low Major,0.2937228520476692,0.21390781370124537,0.2786637414250501,0.24695769004810117,0.39449325327366314,0.6236100774679284,0.33459176179028605
2413,Morehead St,17,4.691463533093874,3.0106768886698627,1.680786644424011,7.702140421763737,NA,NA,0.23123780507925257,0.18998347786658445,0.2510700295093854,0.27190064419512794,0.1843158909904036,0.3723398029192636,0.2589189828347615
232,Charleston,21,3.1872723890079677,4.51015028715124,-1.3228778981432723,7.697422676159208,NA,NA,0.23396713074892023,0.21164921630203923,0.21209267228513218,0.1831791560527165,0.22587414768578645,0.34203764351078325,0.33704046141892674
2010,Alabama A&M,18,4.220894282528662,3.476479279418692,0.7444150031099701,7.697373561947354,SWAC,Mid/Low Major,0.23180444054679772,0.21643113052831411,0.27045245044315447,0.16340439239804994,0.24012367785285563,0.33336785678166236,0.2686105515116145
145,Ole Miss,21,4.410075444064647,3.2784311054282043,1.131644338636443,7.6885065494928515,SEC,Power 4,0.24244365043176447,0.22728289651857958,0.26725975744785757,0.18062992406807402,0.25266958008752344,0.2894518822277858,0.2843760940367877
2351,LMU,19,3.7145352927310977,3.970346880019503,-0.2558115872884055,7.684882172750601,NA,NA,0.24683286493441736,0.20391386052898558,0.22039180759986032,0.2129767035029077,0.2988756312117934,0.3522240089621981,0.2980063218285398
